Run,Iter,Min Obj,sigma_C1_min,sigma_C2_F0_min,sigma_C2_Fx_min,sigma_H1_min,sigma_F_H2_min,sigma_F_H1_min,sigma_F_Hx_min,epsilon_C1_min,epsilon_C2_F0_min,epsilon_C2_Fx_min,epsilon_H1_min,epsilon_F_H2_min,epsilon_F_H1_min,epsilon_F_Hx_min,Min Obj Cum.,sigma_C1_cum,sigma_C2_F0_cum,sigma_C2_Fx_cum,sigma_H1_cum,sigma_F_H2_cum,sigma_F_H1_cum,sigma_F_Hx_cum,epsilon_C1_cum,epsilon_C2_F0_cum,epsilon_C2_Fx_cum,epsilon_H1_cum,epsilon_F_H2_cum,epsilon_F_H1_cum,epsilon_F_Hx_cum,R14-sim_liq_density-sse,R14-sim_vap_density-sse,R14-sim_Pvap-sse,R14-sim_Hvap-sse,R32-sim_liq_density-sse,R32-sim_vap_density-sse,R32-sim_Pvap-sse,R32-sim_Hvap-sse,R50-sim_liq_density-sse,R50-sim_vap_density-sse,R50-sim_Pvap-sse,R50-sim_Hvap-sse,R170-sim_liq_density-sse,R170-sim_vap_density-sse,R170-sim_Pvap-sse,R170-sim_Hvap-sse,R143a-sim_liq_density-sse,R143a-sim_vap_density-sse,R143a-sim_Pvap-sse,R143a-sim_Hvap-sse,Run Time,jac evals,func evals,Optimality,Term Status,Message
33,65,21803.19284502689,3.462746716982184,3.227887655695646,3.31941303984798,2.659093612496009,2.7468903155618025,3.979910356718147,2.92972346036609,45.93828100374885,68.93633281713578,49.472255872414664,10.000000000000002,42.84790253069855,19.180996761680515,26.325412755239405,21801.71250735257,3.463909452575706,3.230003067644854,3.3187087417594014,2.6636144963375945,2.7455582729774184,3.979910356718147,2.9298237553040107,45.81717070517596,68.9254259306776,49.44466116440879,10.000000000000002,42.90431478663566,19.180996761680515,26.347886587214777,1.261386520297854,202.65924753762886,286.2270230977219,6.174116382355957,24.79036641496316,774.970974988356,773.372864191424,11.677334956018939,15.42185505102756,1915.549654111715,1429.8942186436427,58.333865405101335,0.887377783677613,58.33128121537376,72.23328552762379,86.9086367641322,5.788299675909428,88.68728133029698,52.24912602133727,26.355534553642272,467.531765460968,74.0,1110.0,893190.9679022016,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
26,86,22568.66937021431,3.4521370729761007,3.3251625690526287,3.0861570028234264,2.6512367365686798,2.7442169764266895,2.690594923182163,2.929926809205032,46.43601657905015,61.38836913956218,71.66700786047052,10.000000000000002,42.649587466070216,46.54579527222459,26.32395023036807,22568.668848166024,3.4521440552215257,3.3251594153116493,3.086154443943123,2.6512409036442532,2.744216410715228,2.690594923182163,2.929926506436487,46.435756216513056,61.3886586021409,71.66730954224349,10.000000000000002,42.64974324648226,46.54579527222459,26.323911374081064,1.2335232540072802,162.37113196824043,279.00508939459615,5.369011663921058,19.278696800592762,665.5569550884413,740.2917931976717,9.27084516831541,10.078628262797933,1838.7082760481344,1379.3858570008424,49.96969785308791,0.6064083204733224,18.462146201567077,48.44345278244084,83.40690300510889,8.343893985563698,155.16263274474858,129.90930740820235,38.555037067448524,587.9931490421295,92.0,1380.0,851317.9386254799,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
14,118,21200.75052592859,3.45471419841095,3.558411678046328,3.4859130703969616,2.6109292803567645,2.7615255605098272,3.2789217617598796,2.9303620186510075,46.27789609496213,47.96382138422865,40.16167426381142,10.000000000000002,42.54535067760376,46.773554837623344,26.357939533360796,21200.748932344242,3.4547079969231786,3.5584086326859548,3.485915213944086,2.610923673355647,2.761527307028859,3.2789217617598796,2.9303608342238663,46.27788116673684,47.96377982387323,40.16164665458586,10.000000000000002,42.545348743813065,46.773554837623344,26.358080361746726,1.2736244762883207,210.70568752898657,271.36197070283214,6.21881001959416,14.020149759614226,591.0829209323463,605.6837464816068,9.324336175861841,4.570739658708911,2136.7291888224536,1612.6202273851416,47.86403264390944,13.298078793820553,2.6473143416264873,10.273665257941959,44.48166831774554,1.3036736583484738,35.76982611966374,21.239137016164634,27.190159470337104,844.9656448364258,137.0,2055.0,949870.5717535099,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
32,48,21744.053588527215,3.4701896487949053,3.3614263747226403,3.9790074411788465,2.6280917564653796,2.7618671308449043,2.2512827622754776,2.929169946612154,45.604300584066834,58.45712568555821,22.57973285230903,10.000000000000002,42.70195455674435,42.858842967979434,26.31214869408073,21744.053517897555,3.4701895731323122,3.36142646496835,3.9790074808894498,2.628091980867419,2.7618670772683207,2.2512827622754776,2.9291699640882705,45.604301110664075,58.45712633171195,22.579731545033145,10.000000000000002,42.70195596389712,42.858842967979434,26.312150181711853,1.2889369429732547,216.20478727095247,296.35566882235673,6.409059294364747,22.280354023915244,773.2550725446002,691.9084778421611,14.12916215186107,7.807700464016638,2160.7910125429817,1627.361770064746,58.6754664077611,0.37181854587744867,33.838614886593255,60.554498455049135,76.19300587515407,0.8157805765445532,18.446237421919555,3.5049458961543256,28.94777725618912,606.8235549926758,55.0,825.0,944441.8703339925,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
23,59,21442.445574097077,3.469607011839575,3.3336467650793233,3.7080146892461174,2.6416721820559967,2.739536630997781,2.221782601488058,2.929197542430475,45.65778523118144,60.58489979924913,30.404683192271776,10.000000000000002,42.73814946422136,29.55470513936346,26.298667187229317,21442.444327501275,3.46960427690917,3.333643300583655,3.7079966841717016,2.641663310086404,2.7395313426318975,2.221782601488058,2.929197258810485,45.657939883554015,60.584841460004945,30.40467211116032,10.000000000000002,42.73832316030758,29.55470513936346,26.298625285543572,1.2621186677777236,202.52181822915475,298.7157802211442,6.218245323561094,17.259471677050726,765.2894550275603,711.6816227186794,12.053591953455275,10.834984520205758,2041.4604027171886,1532.3689337186609,58.483074150840515,0.39957503109475145,26.702802573409794,55.34554389261445,81.71129829813195,1.9089912239343043,4.7741078090151206,16.311094861492872,31.75467553988619,745.7912101745605,67.0,1005.0,935061.959910677,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
20,64,22513.247384880466,3.4733512307317382,3.1999979140980166,3.190277537418485,2.661047638804526,2.757137590984283,2.6347678919165536,2.9291382337168983,45.529847447662426,71.37107251903127,60.08556679761534,10.000000000000002,42.932178740842154,27.017118392104805,26.27654273155566,22513.24525333093,3.4733356401724285,3.199999795258766,3.1902732027479166,2.661054602403137,2.7571422573077586,2.6347678919165536,2.9291392606285793,45.530186699641106,71.37120307997101,60.085655640172845,10.000000000000002,42.93192175818389,27.017118392104805,26.276684837180508,1.2298466066834826,198.23115584907234,306.3936042622058,6.25279222327363,32.57731403399069,876.7210991849797,790.9392153506902,15.178933051747721,18.599716472984444,1938.3587449378758,1443.631105320292,61.97581250565946,1.345734644325652,91.600354819627,84.49915175944423,88.29879105594844,6.642662549223024,162.256745620508,85.85322859836906,24.99923845315548,800.6687805652618,75.0,1125.0,878863.5515431477,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
2,98,21285.633404194545,3.462044019311133,3.678494809647668,3.186846353747543,2.6021314762919197,2.763616052409777,2.3962029781697574,2.929799780720938,45.990982032516726,43.445889903521945,60.707989144134594,10.000000000000002,42.575924449615115,17.97654739794223,26.32113919728656,21285.621122783876,3.4620502066421768,3.67860122079679,3.1868810883565564,2.6020881835163623,2.763418027875084,2.3962029781697574,2.929756467968263,45.99078120923183,43.44608332449333,60.708124211670935,10.000000000000002,42.57415793462491,17.97654739794223,26.322166229087866,1.263620195718901,204.10746106439194,285.5788406252564,6.184514006483884,13.185954309081504,604.4582976228994,568.7073215512976,10.118248883431846,4.644839604907085,2235.705074329531,1689.999553684209,49.89734341352815,46.999169113312625,6.48730628149402,0.33683804728593847,21.08477492197783,0.7142944924338889,33.89553124020512,18.31571745517945,25.011172803794384,1161.6529083251953,108.0,1620.0,981935.2094390057,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
4,178,21286.51356777158,3.4630110983213678,3.6567576856458577,3.1503717784476204,2.6025046384117094,2.7636582093375486,2.5872282967473588,2.9296176477787235,45.895944546780555,44.19596815666434,64.09091559845207,10.000000000000002,42.653348196683844,32.20506057481184,26.334615883625688,21286.51273834361,3.4630135694875768,3.6567613577820666,3.1503697694242034,2.6024959762189637,2.7636539236126674,2.5872282967473588,2.9296197752375934,45.89597448563203,44.195566911424145,64.09095092434241,10.000000000000002,42.65327031475423,32.20506057481184,26.334680153583893,1.2721643043563926,204.2915124363474,285.61512906716877,6.180898987002736,13.324035265870911,617.211529892153,566.4827090470736,10.190094772431362,4.740051745035576,2302.1958937473796,1739.172138973936,53.03304105377368,37.46698258319043,6.743015338373885,0.54656916316596,26.323700788626738,1.3428708054493483,34.88799004985944,23.256236950735826,26.195497271286523,1146.3058037757874,184.0,2760.0,1003240.5605793921,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
13,88,21303.645738456886,3.472616655067254,3.3731425702717592,3.466218866344683,2.6363607235714053,2.7454069432995487,2.7602823452471004,2.9289031777956342,45.49194828493159,57.82218558587963,41.18696229709979,10.000000000000002,42.78809916944489,37.04011274575476,26.301881831786705,21303.644922001644,3.4726184555398456,3.373144470113862,3.4662178305720097,2.6363657729424848,2.7454000813564763,2.7602823452471004,2.9289031988589582,45.491898800919444,57.82220725879838,41.18695037066746,10.000000000000002,42.78790191023256,37.04011274575476,26.301870419772044,1.2709582276092866,204.78319139482807,302.4825645978757,6.262279740054746,18.282212792338996,785.8114580880233,697.3159963595548,12.930119342525607,10.247466546551586,2138.2439278610896,1606.5305862770347,61.5592193161154,0.9546388721652074,22.329748220120194,48.9255393990548,70.05202173652236,4.998395194308632,51.35927273482863,26.576815627330838,34.15738213115492,1031.5687220096588,95.0,1425.0,954598.3437569865,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
60,66,21913.299496836597,3.464275614254225,3.3903871799832292,3.106342586655368,2.6372760460626288,2.7656656698959203,3.2966255123262487,2.929864696199271,45.8607631168975,56.80045229220207,69.06964047515439,10.000000000000002,42.72626787717034,30.012631691046607,26.32815041496772,21913.297272922122,3.4642786642447723,3.390389489954134,3.1063418825857143,2.63727677705605,2.765676626752824,3.2966255123262487,2.9298646895556706,45.860666030243074,56.80039672775012,69.06959944555673,10.000000000000002,42.726321668686836,30.012631691046607,26.328130344025084,1.2402598578440749,205.67411680217384,286.76396437017115,6.3164661375369135,26.10129067928316,759.5743365209106,723.1317801548122,13.412823935125841,8.850933414314554,2050.5474703023774,1541.1817608208817,56.173813295005104,1.5481929902212215,15.884864550163963,42.887581034084796,69.27845098953446,7.6587139952769085,126.4761515160939,87.2441266839389,35.88960249041854,454.0172038078308,73.0,1095.0,921000.5525769041,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
29,126,21193.207625573323,3.472085683555217,3.549180409077113,3.3552752796900362,2.6220410383453965,2.7612126482803308,3.499716621452287,2.9289276558074855,45.595678207841054,48.4535205481204,47.879679391674586,10.000000000000002,42.63041564558785,31.275051854722715,26.277650294501512,21193.206996334928,3.4720855140608196,3.549189188954202,3.3552805345545393,2.622041277214515,2.761212751116717,3.499716621452287,2.928927663661354,45.59568553793659,48.45308594139782,47.87935104431876,10.000000000000002,42.63042439581879,31.275051854722715,26.277652299142883,1.2848163273782949,207.73136517729932,304.44187459644064,6.255257324065432,20.19295745832145,750.2873739140707,664.211844601446,14.018249392463762,6.575829559275124,2139.9020937736655,1615.41668858658,55.57967592874989,15.397769080814339,3.904429177077715,8.600880629927367,45.76244848793844,1.9857173999260742,59.7300657743659,24.139187337099088,27.600953729362775,832.2671236991882,134.0,2010.0,959984.3716827055,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
55,76,21213.981436680177,3.466406907200206,3.646515061441308,3.499117142147363,2.6054194153740884,2.7623686640552036,3.929977848221827,2.929480856597962,45.838885035772016,44.54996667975105,39.59581006714391,10.000000000000002,42.64504863694257,42.81024229146633,26.296660810951288,21213.97836402887,3.4664019967118724,3.646518220077344,3.499106216224644,2.6054239555867027,2.7623872304518473,3.929977848221827,2.929480447452985,45.83891221753897,44.550008573180605,39.59579363025747,10.000000000000002,42.64523586432442,42.81024229146633,26.296712790083205,1.2715186179777205,207.12663072354312,293.94511462745834,6.245535531409408,13.89179542489299,626.3599676341764,565.6095901060195,10.562402041496156,4.657076668400659,2210.8816207345817,1672.471411096647,50.991429679028286,35.33592471621303,7.416596548407158,0.726309603478501,27.577032997033786,0.13702886247647691,21.963627341835128,15.595006390950754,23.961065661393743,514.2531967163086,84.0,1260.0,980700.624881848,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
9,105,21246.49324637567,3.462379880506403,3.670020894607692,3.412832726085479,2.6070239126436845,2.7565617551487187,3.846049071092966,2.9296453383854395,45.984405358570605,43.7564149347217,44.20013234293589,10.000000000000002,42.626206805891115,45.100978203901086,26.31616482510922,21246.491293541163,3.4623761056732363,3.670016129710622,3.412828466895845,2.6070320662823887,2.756556510341091,3.846049071092966,2.929647698690041,45.98442201069738,43.756238477117904,44.20011146468867,10.000000000000002,42.62622963201672,45.100978203901086,26.316226207127432,1.2779834581851137,204.0645399564503,287.0414971769938,6.14022694264732,11.9025204072555,601.1674779050336,567.3086754798634,9.496028227667756,4.628148106508579,2191.8043911010036,1656.524038183068,50.03171266818728,45.629143516535436,7.569738206549214,0.2907944297417138,23.312015691450277,0.0808532294372405,29.41388587304183,14.817296950693471,22.885101638652273,1187.1407415866852,113.0,1695.0,969322.445347395,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
22,86,21687.848937875227,3.470180301422979,3.324795633583424,3.2175477840979894,2.6472812033021476,2.74047418039281,2.363225702661527,2.9292213134015395,45.65072028955551,61.29053118734251,57.627285564164275,10.000000000000002,42.785612124579394,27.081021790432523,26.302339516277968,21687.84882871814,3.470182815662828,3.3247962181854818,3.2175451290050394,2.6472804307144067,2.740472047515345,2.363225702661527,2.9292213501906166,45.6505751678708,61.290527137697815,57.627280597874496,10.000000000000002,42.78566429049578,27.081021790432523,26.30234726492381,1.3135400191434243,228.55191017011236,296.0920213240427,6.556079170690885,19.2925809689496,781.2183943483084,726.7710257424212,12.28644121602267,12.56270893729486,1996.9424565345937,1496.3608017197362,58.708979377830744,0.5152788684424183,23.47085794849601,52.21489747542914,80.73529459237406,6.653926993967905,121.31913746522685,55.643195868238436,30.387988668886763,957.3762781620026,90.0,1350.0,928346.1051372937,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
45,93,21449.15705073204,3.4654017055554522,3.293773737011522,3.4779169524196663,2.645920667849037,2.7486600651535786,3.458637838722246,2.929466005495459,45.80030899884382,63.49009948472607,39.95495319049288,10.000000000000002,42.766903815171325,37.33765487171168,26.327244049305293,21449.153280334252,3.465410225329142,3.2937829579141136,3.4779086547097937,2.645926525870939,2.748667732460402,3.458637838722246,2.929463050854838,45.80013495170394,63.48976810198194,39.95477331483026,10.000000000000002,42.766736512764,37.33765487171168,26.327182088871748,1.2823438695998732,210.03017191079633,288.96170792864734,6.277834137980523,21.70813345464063,770.097657389592,739.9376249349344,12.356335963683057,11.555392211320502,2023.9829663811527,1517.0045480276324,58.669950494882116,0.5512094718380299,35.663583345431704,62.24459785620792,85.85601243927499,4.64689417176207,38.409858913030014,39.19988975193291,28.148641437489815,700.5198032855988,113.0,1695.0,935383.8482935663,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
63,66,21242.268705674644,3.4837548117462784,3.5207173335971294,3.4137287880016007,2.613618280160645,2.7512959218230524,2.2150177523703354,2.928263707374053,45.112684304505876,49.645649723801164,44.175628487345584,10.000000000000002,42.67927790225067,28.25032076377108,26.24122305835286,21242.2506726247,3.483748969894431,3.5207137269709428,3.41371000603156,2.6136113131109346,2.751318286798363,2.2150177523703354,2.9282670956818353,45.11287368814318,49.64562951442484,44.17555972734019,10.000000000000002,42.67919266850406,28.25032076377108,26.24126230751642,1.2657874189136098,212.2924701945422,324.71179001266864,6.455418038659255,15.538123843751846,792.5888175765758,624.4714294814546,14.824392757679789,6.7771165565843,2301.191695071108,1741.394092104873,62.1677050771047,7.769697909017649,1.1412352375334325,18.626136358925514,52.09887879650805,2.7212056259306294,57.334082880569795,30.332573509351032,26.416454787219426,478.2534008026123,75.0,1125.0,1003730.9237702787,0.0,CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH
